chromosome	start	end	K-specific NDR	center
chr5	157345324	157347324	COAD-specific NDR	157346324
chr5	157351144	157353144	COAD-specific NDR	157352144
chr5	158636938	158638938	COAD-specific NDR	158637938
chr5	159331692	159333692	COAD-specific NDR	159332692
chr5	159466098	159468098	COAD-specific NDR	159467098
chr5	159481052	159483052	COAD-specific NDR	159482052
chr5	159581503	159583503	COAD-specific NDR	159582503
chr5	159706970	159708970	COAD-specific NDR	159707970
chr5	159732923	159734923	COAD-specific NDR	159733923
chr5	159902122	159904122	COAD-specific NDR	159903122
chr5	160061245	160063245	COAD-specific NDR	160062245
chr5	160064360	160066360	COAD-specific NDR	160065360
chr5	160081966	160083966	COAD-specific NDR	160082966
chr5	160084248	160086248	COAD-specific NDR	160085248
chr5	160111443	160113443	COAD-specific NDR	160112443
chr5	160118457	160120457	COAD-specific NDR	160119457
chr5	160120274	160122274	COAD-specific NDR	160121274
chr5	160125449	160127449	COAD-specific NDR	160126449
chr5	160195467	160197467	COAD-specific NDR	160196467
chr5	162109432	162111432	COAD-specific NDR	162110432
chr5	162766458	162768458	COAD-specific NDR	162767458
chr5	163006687	163008687	COAD-specific NDR	163007687
chr5	163087648	163089648	COAD-specific NDR	163088648
chr5	163617521	163619521	COAD-specific NDR	163618521
chr5	165554459	165556459	COAD-specific NDR	165555459
chr5	166446654	166448654	COAD-specific NDR	166447654
chr5	166839676	166841676	COAD-specific NDR	166840676
chr5	167530989	167532989	COAD-specific NDR	167531989
chr5	167740929	167742929	COAD-specific NDR	167741929
chr5	167755019	167757019	COAD-specific NDR	167756019
chr5	167856492	167858492	COAD-specific NDR	167857492
chr5	168082471	168084471	COAD-specific NDR	168083471
chr5	168085512	168087512	COAD-specific NDR	168086512
chr5	168583189	168585189	COAD-specific NDR	168584189
chr5	171249443	171251443	COAD-specific NDR	171250443
chr5	171256900	171258900	COAD-specific NDR	171257900
chr5	172048921	172050921	COAD-specific NDR	172049921
chr5	172070425	172072425	COAD-specific NDR	172071425
chr5	172098928	172100928	COAD-specific NDR	172099928
chr5	172206042	172208042	COAD-specific NDR	172207042
chr5	173162638	173164638	COAD-specific NDR	173163638
chr5	173220059	173222059	COAD-specific NDR	173221059
chr5	173278022	173280022	COAD-specific NDR	173279022
chr5	173284837	173286837	COAD-specific NDR	173285837
chr5	173311749	173313749	COAD-specific NDR	173312749
chr5	173880676	173882676	COAD-specific NDR	173881676
chr5	173946634	173948634	COAD-specific NDR	173947634
chr5	174028122	174030122	COAD-specific NDR	174029122
chr5	174709041	174711041	COAD-specific NDR	174710041
chr5	174766338	174768338	COAD-specific NDR	174767338
chr5	174804710	174806710	COAD-specific NDR	174805710
chr5	174844448	174846448	COAD-specific NDR	174845448
chr5	175826600	175828600	COAD-specific NDR	175827600
chr5	175830156	175832156	COAD-specific NDR	175831156
chr5	175831903	175833903	COAD-specific NDR	175832903
chr5	175970823	175972823	COAD-specific NDR	175971823
chr5	175971914	175973914	COAD-specific NDR	175972914
chr5	175973980	175975980	COAD-specific NDR	175974980
chr5	176119114	176121114	COAD-specific NDR	176120114
chr5	176471819	176473819	COAD-specific NDR	176472819
chr5	176513142	176515142	COAD-specific NDR	176514142
chr5	177031231	177033231	COAD-specific NDR	177032231
chr5	177652738	177654738	COAD-specific NDR	177653738
chr5	179234149	179236149	COAD-specific NDR	179235149
chr5	179252083	179254083	COAD-specific NDR	179253083
chr5	179253784	179255784	COAD-specific NDR	179254784
chr5	179393644	179395644	COAD-specific NDR	179394644
chr5	179395392	179397392	COAD-specific NDR	179396392
chr5	179511366	179513366	COAD-specific NDR	179512366
chr5	180292614	180294614	COAD-specific NDR	180293614
chr5	180312086	180314086	COAD-specific NDR	180313086
chr5	180325066	180327066	COAD-specific NDR	180326066
chr5	180402724	180404724	COAD-specific NDR	180403724
chr5	180414798	180416798	COAD-specific NDR	180415798
chr5	180415900	180417900	COAD-specific NDR	180416900
chr6	883828	885828	COAD-specific NDR	884828
chr6	1054486	1056486	COAD-specific NDR	1055486
chr6	1091286	1093286	COAD-specific NDR	1092286
chr6	1266653	1268653	COAD-specific NDR	1267653
chr6	1267713	1269713	COAD-specific NDR	1268713
chr6	1588521	1590521	COAD-specific NDR	1589521
chr6	1688614	1690614	COAD-specific NDR	1689614
chr6	1724087	1726087	COAD-specific NDR	1725087
chr6	1894360	1896360	COAD-specific NDR	1895360
chr6	2225085	2227085	COAD-specific NDR	2226085
chr6	2258438	2260438	COAD-specific NDR	2259438
chr6	2376416	2378416	COAD-specific NDR	2377416
chr6	2822563	2824563	COAD-specific NDR	2823563
chr6	2838555	2840555	COAD-specific NDR	2839555
chr6	2913745	2915745	COAD-specific NDR	2914745
chr6	3362760	3364760	COAD-specific NDR	3363760
chr6	3372579	3374579	COAD-specific NDR	3373579
chr6	3381770	3383770	COAD-specific NDR	3382770
chr6	3398746	3400746	COAD-specific NDR	3399746
chr6	3402711	3404711	COAD-specific NDR	3403711
chr6	3545569	3547569	COAD-specific NDR	3546569
chr6	3887602	3889602	COAD-specific NDR	3888602
chr6	4088081	4090081	COAD-specific NDR	4089081
chr6	4091357	4093357	COAD-specific NDR	4092357
chr6	4319276	4321276	COAD-specific NDR	4320276
chr6	4364102	4366102	COAD-specific NDR	4365102
chr6	4600191	4602191	COAD-specific NDR	4601191
chr6	4727517	4729517	COAD-specific NDR	4728517
chr6	4809454	4811454	COAD-specific NDR	4810454
chr6	4879451	4881451	COAD-specific NDR	4880451
chr6	4930953	4932953	COAD-specific NDR	4931953
chr6	5058771	5060771	COAD-specific NDR	5059771
chr6	5782292	5784292	COAD-specific NDR	5783292
chr6	6229654	6231654	COAD-specific NDR	6230654
chr6	6243287	6245287	COAD-specific NDR	6244287
chr6	6677671	6679671	COAD-specific NDR	6678671
chr6	6703051	6705051	COAD-specific NDR	6704051
chr6	6751084	6753084	COAD-specific NDR	6752084
chr6	6752534	6754534	COAD-specific NDR	6753534
chr6	6810741	6812741	COAD-specific NDR	6811741
chr6	6820087	6822087	COAD-specific NDR	6821087
chr6	6860779	6862779	COAD-specific NDR	6861779
chr6	6882403	6884403	COAD-specific NDR	6883403
chr6	6890452	6892452	COAD-specific NDR	6891452
chr6	6969209	6971209	COAD-specific NDR	6970209
chr6	6984012	6986012	COAD-specific NDR	6985012
chr6	7050317	7052317	COAD-specific NDR	7051317
chr6	7061854	7063854	COAD-specific NDR	7062854
chr6	7086956	7088956	COAD-specific NDR	7087956
chr6	7139191	7141191	COAD-specific NDR	7140191
chr6	7347119	7349119	COAD-specific NDR	7348119
chr6	7350027	7352027	COAD-specific NDR	7351027
chr6	7560730	7562730	COAD-specific NDR	7561730
chr6	7586987	7588987	COAD-specific NDR	7587987
chr6	7642217	7644217	COAD-specific NDR	7643217
chr6	7900539	7902539	COAD-specific NDR	7901539
chr6	8375323	8377323	COAD-specific NDR	8376323
chr6	8392031	8394031	COAD-specific NDR	8393031
chr6	8558465	8560465	COAD-specific NDR	8559465
chr6	10422713	10424713	COAD-specific NDR	10423713
chr6	10541602	10543602	COAD-specific NDR	10542602
chr6	11269814	11271814	COAD-specific NDR	11270814
chr6	11287502	11289502	COAD-specific NDR	11288502
chr6	11296491	11298491	COAD-specific NDR	11297491
chr6	11343860	11345860	COAD-specific NDR	11344860
chr6	11392482	11394482	COAD-specific NDR	11393482
chr6	11750113	11752113	COAD-specific NDR	11751113
chr6	11761178	11763178	COAD-specific NDR	11762178
chr6	11778451	11780451	COAD-specific NDR	11779451
chr6	11917903	11919903	COAD-specific NDR	11918903
chr6	12228178	12230178	COAD-specific NDR	12229178
chr6	12241207	12243207	COAD-specific NDR	12242207
chr6	12248887	12250887	COAD-specific NDR	12249887
chr6	12260111	12262111	COAD-specific NDR	12261111
chr6	12261672	12263672	COAD-specific NDR	12262672
chr6	12323532	12325532	COAD-specific NDR	12324532
chr6	12343008	12345008	COAD-specific NDR	12344008
chr6	12348111	12350111	COAD-specific NDR	12349111
chr6	12366228	12368228	COAD-specific NDR	12367228
chr6	12370997	12372997	COAD-specific NDR	12371997
chr6	12528406	12530406	COAD-specific NDR	12529406
chr6	13289424	13291424	COAD-specific NDR	13290424
chr6	13378272	13380272	COAD-specific NDR	13379272
chr6	13499627	13501627	COAD-specific NDR	13500627
chr6	13511301	13513301	COAD-specific NDR	13512301
chr6	13547915	13549915	COAD-specific NDR	13548915
chr6	14206927	14208927	COAD-specific NDR	14207927
chr6	14373190	14375190	COAD-specific NDR	14374190
chr6	14548654	14550654	COAD-specific NDR	14549654
chr6	14550194	14552194	COAD-specific NDR	14551194
chr6	14759378	14761378	COAD-specific NDR	14760378
chr6	14791557	14793557	COAD-specific NDR	14792557
chr6	14817920	14819920	COAD-specific NDR	14818920
chr6	14825892	14827892	COAD-specific NDR	14826892
chr6	15763319	15765319	COAD-specific NDR	15764319
chr6	15907523	15909523	COAD-specific NDR	15908523
chr6	15948770	15950770	COAD-specific NDR	15949770
chr6	16358125	16360125	COAD-specific NDR	16359125
chr6	16511307	16513307	COAD-specific NDR	16512307
chr6	16575743	16577743	COAD-specific NDR	16576743
chr6	16754327	16756327	COAD-specific NDR	16755327
chr6	17158704	17160704	COAD-specific NDR	17159704
chr6	17202066	17204066	COAD-specific NDR	17203066
chr6	17203256	17205256	COAD-specific NDR	17204256
chr6	17338697	17340697	COAD-specific NDR	17339697
chr6	17354139	17356139	COAD-specific NDR	17355139
chr6	17365399	17367399	COAD-specific NDR	17366399
chr6	17587393	17589393	COAD-specific NDR	17588393
chr6	17588825	17590825	COAD-specific NDR	17589825
chr6	18046764	18048764	COAD-specific NDR	18047764
chr6	18050962	18052962	COAD-specific NDR	18051962
chr6	18053001	18055001	COAD-specific NDR	18054001
chr6	18118629	18120629	COAD-specific NDR	18119629
chr6	18146589	18148589	COAD-specific NDR	18147589
chr6	18147646	18149646	COAD-specific NDR	18148646
chr6	18272550	18274550	COAD-specific NDR	18273550
chr6	18292956	18294956	COAD-specific NDR	18293956
chr6	19329852	19331852	COAD-specific NDR	19330852
chr6	20198347	20200347	COAD-specific NDR	20199347
chr6	20924568	20926568	COAD-specific NDR	20925568
chr6	21005243	21007243	COAD-specific NDR	21006243
chr6	21359924	21361924	COAD-specific NDR	21360924
chr6	21500301	21502301	COAD-specific NDR	21501301
chr6	21537090	21539090	COAD-specific NDR	21538090
chr6	21953220	21955220	COAD-specific NDR	21954220
chr6	22716175	22718175	COAD-specific NDR	22717175
chr6	23654222	23656222	COAD-specific NDR	23655222
chr6	24005640	24007640	COAD-specific NDR	24006640
chr6	24606752	24608752	COAD-specific NDR	24607752
chr6	24661661	24663661	COAD-specific NDR	24662661
chr6	25099739	25101739	COAD-specific NDR	25100739
chr6	25118398	25120398	COAD-specific NDR	25119398
chr6	25340338	25342338	COAD-specific NDR	25341338
chr6	25743290	25745290	COAD-specific NDR	25744290
chr6	25750307	25752307	COAD-specific NDR	25751307
chr6	26242593	26244593	COAD-specific NDR	26243593
chr6	26347174	26349174	COAD-specific NDR	26348174
chr6	26474534	26476534	COAD-specific NDR	26475534
chr6	27600145	27602145	COAD-specific NDR	27601145
chr6	27645311	27647311	COAD-specific NDR	27646311
chr6	27740847	27742847	COAD-specific NDR	27741847
chr6	27749691	27751691	COAD-specific NDR	27750691
chr6	28897182	28899182	COAD-specific NDR	28898182
chr6	29185092	29187092	COAD-specific NDR	29186092
chr6	29934437	29936437	COAD-specific NDR	29935437
chr6	30064872	30066872	COAD-specific NDR	30065872
chr6	30067709	30069709	COAD-specific NDR	30068709
chr6	30079986	30081986	COAD-specific NDR	30080986
chr6	30086042	30088042	COAD-specific NDR	30087042
chr6	30089525	30091525	COAD-specific NDR	30090525
chr6	30090820	30092820	COAD-specific NDR	30091820
chr6	30096796	30098796	COAD-specific NDR	30097796
chr6	30102772	30104772	COAD-specific NDR	30103772
chr6	30121738	30123738	COAD-specific NDR	30122738
chr6	30123153	30125153	COAD-specific NDR	30124153
chr6	30130019	30132019	COAD-specific NDR	30131019
chr6	30488071	30490071	COAD-specific NDR	30489071
chr6	30715257	30717257	COAD-specific NDR	30716257
chr6	30716542	30718542	COAD-specific NDR	30717542
chr6	30787194	30789194	COAD-specific NDR	30788194
chr6	30791681	30793681	COAD-specific NDR	30792681
chr6	31060184	31062184	COAD-specific NDR	31061184
chr6	31111915	31113915	COAD-specific NDR	31112915
chr6	31154662	31156662	COAD-specific NDR	31155662
chr6	31170220	31172220	COAD-specific NDR	31171220
chr6	31345347	31347347	COAD-specific NDR	31346347
chr6	31681168	31683168	COAD-specific NDR	31682168
chr6	31685291	31687291	COAD-specific NDR	31686291
chr6	31705236	31707236	COAD-specific NDR	31706236
chr6	31804367	31806367	COAD-specific NDR	31805367
chr6	31819666	31821666	COAD-specific NDR	31820666
chr6	33544075	33546075	COAD-specific NDR	33545075
chr6	33853506	33855506	COAD-specific NDR	33854506
chr6	33917473	33919473	COAD-specific NDR	33918473
chr6	34712820	34714820	COAD-specific NDR	34713820
chr6	34998591	35000591	COAD-specific NDR	34999591
chr6	35074819	35076819	COAD-specific NDR	35075819
chr6	35119299	35121299	COAD-specific NDR	35120299
chr6	35131310	35133310	COAD-specific NDR	35132310
chr6	35132712	35134712	COAD-specific NDR	35133712
chr6	35385200	35387200	COAD-specific NDR	35386200
chr6	35402006	35404006	COAD-specific NDR	35403006
chr6	35453152	35455152	COAD-specific NDR	35454152
chr6	35454991	35456991	COAD-specific NDR	35455991
chr6	35908098	35910098	COAD-specific NDR	35909098
chr6	35912166	35914166	COAD-specific NDR	35913166
chr6	36031770	36033770	COAD-specific NDR	36032770
chr6	36062931	36064931	COAD-specific NDR	36063931
chr6	36177130	36179130	COAD-specific NDR	36178130
chr6	36189883	36191883	COAD-specific NDR	36190883
chr6	36194673	36196673	COAD-specific NDR	36195673
chr6	36282845	36284845	COAD-specific NDR	36283845
chr6	36286360	36288360	COAD-specific NDR	36287360
chr6	36287383	36289383	COAD-specific NDR	36288383
chr6	36302088	36304088	COAD-specific NDR	36303088
chr6	36303819	36305819	COAD-specific NDR	36304819
chr6	36307508	36309508	COAD-specific NDR	36308508
chr6	36473622	36475622	COAD-specific NDR	36474622
chr6	36477350	36479350	COAD-specific NDR	36478350
chr6	36481730	36483730	COAD-specific NDR	36482730
chr6	36710838	36712838	COAD-specific NDR	36711838
chr6	37071466	37073466	COAD-specific NDR	37072466
chr6	37169766	37171766	COAD-specific NDR	37170766
chr6	37789934	37791934	COAD-specific NDR	37790934
chr6	38140905	38142905	COAD-specific NDR	38141905
chr6	39152162	39154162	COAD-specific NDR	39153162
chr6	39154717	39156717	COAD-specific NDR	39155717
chr6	39170830	39172830	COAD-specific NDR	39171830
chr6	39233250	39235250	COAD-specific NDR	39234250
chr6	40105271	40107271	COAD-specific NDR	40106271
chr6	40652776	40654776	COAD-specific NDR	40653776
chr6	40729934	40731934	COAD-specific NDR	40730934
chr6	40866624	40868624	COAD-specific NDR	40867624
chr6	41287462	41289462	COAD-specific NDR	41288462
chr6	41416688	41418688	COAD-specific NDR	41417688
chr6	41486278	41488278	COAD-specific NDR	41487278
chr6	41708654	41710654	COAD-specific NDR	41709654
chr6	41964009	41966009	COAD-specific NDR	41965009
chr6	42080829	42082829	COAD-specific NDR	42081829
chr6	42085443	42087443	COAD-specific NDR	42086443
chr6	42089595	42091595	COAD-specific NDR	42090595
chr6	42106869	42108869	COAD-specific NDR	42107869
chr6	42174502	42176502	COAD-specific NDR	42175502
chr6	42191420	42193420	COAD-specific NDR	42192420
chr6	42193777	42195777	COAD-specific NDR	42194777
chr6	42246179	42248179	COAD-specific NDR	42247179
chr6	42523365	42525365	COAD-specific NDR	42524365
chr6	42812208	42814208	COAD-specific NDR	42813208
chr6	43243653	43245653	COAD-specific NDR	43244653
chr6	43245472	43247472	COAD-specific NDR	43246472
chr6	43288829	43290829	COAD-specific NDR	43289829
chr6	43302391	43304391	COAD-specific NDR	43303391
chr6	43648258	43650258	COAD-specific NDR	43649258
chr6	43733803	43735803	COAD-specific NDR	43734803
chr6	43771464	43773464	COAD-specific NDR	43772464
chr6	43773244	43775244	COAD-specific NDR	43774244
chr6	43798128	43800128	COAD-specific NDR	43799128
chr6	43893900	43895900	COAD-specific NDR	43894900
chr6	44078797	44080797	COAD-specific NDR	44079797
chr6	44170908	44172908	COAD-specific NDR	44171908
chr6	44399163	44401163	COAD-specific NDR	44400163
chr6	44668194	44670194	COAD-specific NDR	44669194
chr6	45574709	45576709	COAD-specific NDR	45575709
chr6	45918670	45920670	COAD-specific NDR	45919670
chr6	45937274	45939274	COAD-specific NDR	45938274
chr6	45949279	45951279	COAD-specific NDR	45950279
chr6	45954772	45956772	COAD-specific NDR	45955772
chr6	45978403	45980403	COAD-specific NDR	45979403
chr6	46020538	46022538	COAD-specific NDR	46021538
chr6	46080280	46082280	COAD-specific NDR	46081280
chr6	46221787	46223787	COAD-specific NDR	46222787
chr6	46616078	46618078	COAD-specific NDR	46617078
chr6	46757052	46759052	COAD-specific NDR	46758052
chr6	46760089	46762089	COAD-specific NDR	46761089
chr6	46782082	46784082	COAD-specific NDR	46783082
chr6	46964229	46966229	COAD-specific NDR	46965229
chr6	47060184	47062184	COAD-specific NDR	47061184
chr6	47083475	47085475	COAD-specific NDR	47084475
chr6	47099537	47101537	COAD-specific NDR	47100537
chr6	47155462	47157462	COAD-specific NDR	47156462
chr6	47197461	47199461	COAD-specific NDR	47198461
chr6	47203012	47205012	COAD-specific NDR	47204012
chr6	47370749	47372749	COAD-specific NDR	47371749
chr6	47372214	47374214	COAD-specific NDR	47373214
chr6	47386581	47388581	COAD-specific NDR	47387581
chr6	47427249	47429249	COAD-specific NDR	47428249
chr6	47486182	47488182	COAD-specific NDR	47487182
chr6	47487183	47489183	COAD-specific NDR	47488183
chr6	47562700	47564700	COAD-specific NDR	47563700
chr6	47632074	47634074	COAD-specific NDR	47633074
chr6	47665209	47667209	COAD-specific NDR	47666209
chr6	47702941	47704941	COAD-specific NDR	47703941
chr6	48047107	48049107	COAD-specific NDR	48048107
chr6	48354956	48356956	COAD-specific NDR	48355956
chr6	48953635	48955635	COAD-specific NDR	48954635
chr6	49303584	49305584	COAD-specific NDR	49304584
chr6	49446507	49448507	COAD-specific NDR	49447507
chr6	49473479	49475479	COAD-specific NDR	49474479
chr6	49523405	49525405	COAD-specific NDR	49524405
chr6	49855649	49857649	COAD-specific NDR	49856649
chr6	51980275	51982275	COAD-specific NDR	51981275
chr6	52183882	52185882	COAD-specific NDR	52184882
chr6	52189836	52191836	COAD-specific NDR	52190836
chr6	52192237	52194237	COAD-specific NDR	52193237
chr6	52194532	52196532	COAD-specific NDR	52195532
chr6	52264651	52266651	COAD-specific NDR	52265651
chr6	52267703	52269703	COAD-specific NDR	52268703
chr6	52414200	52416200	COAD-specific NDR	52415200
chr6	52473973	52475973	COAD-specific NDR	52474973
chr6	52474980	52476980	COAD-specific NDR	52475980
chr6	52810375	52812375	COAD-specific NDR	52811375
chr6	52854284	52856284	COAD-specific NDR	52855284
chr6	53578862	53580862	COAD-specific NDR	53579862
chr6	53598538	53600538	COAD-specific NDR	53599538
chr6	53677032	53679032	COAD-specific NDR	53678032
chr6	53693592	53695592	COAD-specific NDR	53694592
chr6	54171460	54173460	COAD-specific NDR	54172460
chr6	54595246	54597246	COAD-specific NDR	54596246
chr6	54720061	54722061	COAD-specific NDR	54721061
chr6	54780907	54782907	COAD-specific NDR	54781907
chr6	54851919	54853919	COAD-specific NDR	54852919
chr6	56143720	56145720	COAD-specific NDR	56144720
chr6	56375206	56377206	COAD-specific NDR	56376206
chr6	56527333	56529333	COAD-specific NDR	56528333
chr6	56724591	56726591	COAD-specific NDR	56725591
chr6	56728188	56730188	COAD-specific NDR	56729188
chr6	56740008	56742008	COAD-specific NDR	56741008
chr6	56762109	56764109	COAD-specific NDR	56763109
chr6	56763327	56765327	COAD-specific NDR	56764327
chr6	63332959	63334959	COAD-specific NDR	63333959
chr6	63517613	63519613	COAD-specific NDR	63518613
chr6	64014384	64016384	COAD-specific NDR	64015384
chr6	64015537	64017537	COAD-specific NDR	64016537
chr6	64196209	64198209	COAD-specific NDR	64197209
chr6	64205412	64207412	COAD-specific NDR	64206412
chr6	64211257	64213257	COAD-specific NDR	64212257
chr6	64448446	64450446	COAD-specific NDR	64449446
chr6	64635319	64637319	COAD-specific NDR	64636319
chr6	64793434	64795434	COAD-specific NDR	64794434
chr6	65010628	65012628	COAD-specific NDR	65011628
chr6	67696004	67698004	COAD-specific NDR	67697004
chr6	70408752	70410752	COAD-specific NDR	70409752
chr6	71088536	71090536	COAD-specific NDR	71089536
chr6	71107855	71109855	COAD-specific NDR	71108855
chr6	71120437	71122437	COAD-specific NDR	71121437
chr6	71135642	71137642	COAD-specific NDR	71136642
chr6	71216060	71218060	COAD-specific NDR	71217060
chr6	74275893	74277893	COAD-specific NDR	74276893
chr6	74374789	74376789	COAD-specific NDR	74375789
chr6	75243422	75245422	COAD-specific NDR	75244422
chr6	75579371	75581371	COAD-specific NDR	75580371
chr6	77499350	77501350	COAD-specific NDR	77500350
chr6	78201446	78203446	COAD-specific NDR	78202446
chr6	80172649	80174649	COAD-specific NDR	80173649
chr6	80317773	80319773	COAD-specific NDR	80318773
chr6	80339940	80341940	COAD-specific NDR	80340940
chr6	80380478	80382478	COAD-specific NDR	80381478
chr6	80835855	80837855	COAD-specific NDR	80836855
chr6	81148618	81150618	COAD-specific NDR	81149618
chr6	81149667	81151667	COAD-specific NDR	81150667
chr6	82220365	82222365	COAD-specific NDR	82221365
chr6	82256028	82258028	COAD-specific NDR	82257028
chr6	82271103	82273103	COAD-specific NDR	82272103
chr6	82323269	82325269	COAD-specific NDR	82324269
chr6	82515718	82517718	COAD-specific NDR	82516718
chr6	82531509	82533509	COAD-specific NDR	82532509
chr6	82546962	82548962	COAD-specific NDR	82547962
chr6	82795856	82797856	COAD-specific NDR	82796856
chr6	83579490	83581490	COAD-specific NDR	83580490
chr6	84173608	84175608	COAD-specific NDR	84174608
chr6	86099005	86101005	COAD-specific NDR	86100005
chr6	86114200	86116200	COAD-specific NDR	86115200
chr6	86460358	86462358	COAD-specific NDR	86461358
chr6	87782929	87784929	COAD-specific NDR	87783929
chr6	88173988	88175988	COAD-specific NDR	88174988
chr6	88203988	88205988	COAD-specific NDR	88204988
chr6	88284318	88286318	COAD-specific NDR	88285318
chr6	88515461	88517461	COAD-specific NDR	88516461
chr6	88517432	88519432	COAD-specific NDR	88518432
chr6	88539760	88541760	COAD-specific NDR	88540760
chr6	88757443	88759443	COAD-specific NDR	88758443
chr6	89779875	89781875	COAD-specific NDR	89780875
chr6	90371788	90373788	COAD-specific NDR	90372788
chr6	91544499	91546499	COAD-specific NDR	91545499
chr6	92162409	92164409	COAD-specific NDR	92163409
chr6	94183465	94185465	COAD-specific NDR	94184465
chr6	94440248	94442248	COAD-specific NDR	94441248
chr6	94624880	94626880	COAD-specific NDR	94625880
chr6	94677107	94679107	COAD-specific NDR	94678107
chr6	95493946	95495946	COAD-specific NDR	95494946
chr6	97356915	97358915	COAD-specific NDR	97357915
chr6	101655176	101657176	COAD-specific NDR	101656176
chr6	101733212	101735212	COAD-specific NDR	101734212
chr6	105079580	105081580	COAD-specific NDR	105080580
chr6	105757434	105759434	COAD-specific NDR	105758434
chr6	105819434	105821434	COAD-specific NDR	105820434
chr6	105831103	105833103	COAD-specific NDR	105832103
chr6	105835612	105837612	COAD-specific NDR	105836612
chr6	106000273	106002273	COAD-specific NDR	106001273
chr6	106056032	106058032	COAD-specific NDR	106057032
chr6	106200285	106202285	COAD-specific NDR	106201285
chr6	106204557	106206557	COAD-specific NDR	106205557
chr6	106207806	106209806	COAD-specific NDR	106208806
chr6	106318626	106320626	COAD-specific NDR	106319626
chr6	106573041	106575041	COAD-specific NDR	106574041
chr6	106576549	106578549	COAD-specific NDR	106577549
chr6	106889331	106891331	COAD-specific NDR	106890331
chr6	107164058	107166058	COAD-specific NDR	107165058
chr6	107178398	107180398	COAD-specific NDR	107179398
chr6	107228203	107230203	COAD-specific NDR	107229203
chr6	107305758	107307758	COAD-specific NDR	107306758
chr6	107473015	107475015	COAD-specific NDR	107474015
chr6	107911751	107913751	COAD-specific NDR	107912751
chr6	107927436	107929436	COAD-specific NDR	107928436
chr6	108180498	108182498	COAD-specific NDR	108181498
chr6	108215112	108217112	COAD-specific NDR	108216112
chr6	108632905	108634905	COAD-specific NDR	108633905
chr6	108774763	108776763	COAD-specific NDR	108775763
chr6	108993994	108995994	COAD-specific NDR	108994994
chr6	109224175	109226175	COAD-specific NDR	109225175
chr6	109225355	109227355	COAD-specific NDR	109226355
chr6	109549992	109551992	COAD-specific NDR	109550992
chr6	109616877	109618877	COAD-specific NDR	109617877
chr6	109628541	109630541	COAD-specific NDR	109629541
chr6	109638691	109640691	COAD-specific NDR	109639691
chr6	109653146	109655146	COAD-specific NDR	109654146
chr6	109668140	109670140	COAD-specific NDR	109669140
chr6	109806497	109808497	COAD-specific NDR	109807497
chr6	110976869	110978869	COAD-specific NDR	110977869
chr6	111422381	111424381	COAD-specific NDR	111423381
chr6	112012937	112014937	COAD-specific NDR	112013937
chr6	113296937	113298937	COAD-specific NDR	113297937
chr6	113963421	113965421	COAD-specific NDR	113964421
chr6	114030442	114032442	COAD-specific NDR	114031442
chr6	114039442	114041442	COAD-specific NDR	114040442
chr6	114106565	114108565	COAD-specific NDR	114107565
chr6	114150008	114152008	COAD-specific NDR	114151008
chr6	114208834	114210834	COAD-specific NDR	114209834
chr6	114369740	114371740	COAD-specific NDR	114370740
chr6	114766685	114768685	COAD-specific NDR	114767685
chr6	116331927	116333927	COAD-specific NDR	116332927
chr6	116369723	116371723	COAD-specific NDR	116370723
chr6	117398979	117400979	COAD-specific NDR	117399979
chr6	117710007	117712007	COAD-specific NDR	117711007
chr6	117834995	117836995	COAD-specific NDR	117835995
chr6	117911736	117913736	COAD-specific NDR	117912736
chr6	117915415	117917415	COAD-specific NDR	117916415
chr6	119629360	119631360	COAD-specific NDR	119630360
chr6	119915255	119917255	COAD-specific NDR	119916255
chr6	121364019	121366019	COAD-specific NDR	121365019
chr6	121702848	121704848	COAD-specific NDR	121703848
chr6	122972848	122974848	COAD-specific NDR	122973848
chr6	122991541	122993541	COAD-specific NDR	122992541
chr6	123112208	123114208	COAD-specific NDR	123113208
chr6	123118548	123120548	COAD-specific NDR	123119548
chr6	123166517	123168517	COAD-specific NDR	123167517
chr6	124732984	124734984	COAD-specific NDR	124733984
chr6	125627739	125629739	COAD-specific NDR	125628739
chr6	126242662	126244662	COAD-specific NDR	126243662
chr6	126263291	126265291	COAD-specific NDR	126264291
chr6	128495096	128497096	COAD-specific NDR	128496096
chr6	128672648	128674648	COAD-specific NDR	128673648
chr6	128685817	128687817	COAD-specific NDR	128686817
chr6	128688920	128690920	COAD-specific NDR	128689920
chr6	128730917	128732917	COAD-specific NDR	128731917
chr6	128799277	128801277	COAD-specific NDR	128800277
chr6	128819671	128821671	COAD-specific NDR	128820671
chr6	128827798	128829798	COAD-specific NDR	128828798
chr6	129058414	129060414	COAD-specific NDR	129059414
chr6	129435844	129437844	COAD-specific NDR	129436844
chr6	129504013	129506013	COAD-specific NDR	129505013
chr6	129511671	129513671	COAD-specific NDR	129512671
chr6	129573006	129575006	COAD-specific NDR	129574006
chr6	129680742	129682742	COAD-specific NDR	129681742
chr6	129932820	129934820	COAD-specific NDR	129933820
chr6	130680048	130682048	COAD-specific NDR	130681048
chr6	130698267	130700267	COAD-specific NDR	130699267
chr6	131247577	131249577	COAD-specific NDR	131248577
chr6	131276060	131278060	COAD-specific NDR	131277060
chr6	131385406	131387406	COAD-specific NDR	131386406
chr6	131402689	131404689	COAD-specific NDR	131403689
chr6	131404066	131406066	COAD-specific NDR	131405066
